question_ID,worker_ID,answer
0,20,Al Pacino
0,8,Al Pacino
0,13,Al Pacino
0,16,Al Pacino
1,13,Alan Rickman
1,21,Alan Rickman
1,16,Chuck Norris
1,12,Alan Rickman
2,21,Jessica Alba
2,8,Jessica Alba
2,20,Jessica Alba
2,16,Jessica Alba
2,12,Jessica Alba
2,17,Jessica Alba
2,18,Jessica Alba
3,20,Nicolas Cage
3,8,Michael McDonald
4,20,Robbie Amell
4,8,Alan Cumming
4,21,Alan Cumming
4,12,Alan Cumming
5,12,Gwen Stefani
5,16,Gwen Stefani
5,21,Gwen Stefani
5,13,Jessica Simpson
5,20,Gwen Stefani
6,16,Jason Biggs
6,20,Adam Sandler
6,15,Jason Biggs
6,8,Jason Biggs
6,14,Jason Biggs
7,12,Sandra Bullock
7,3,Sandra Bullock
7,21,Sandra Bullock
7,8,Sandra Bullock
7,13,Sandra Bullock
7,9,Sandra Bullock
8,21,Tim Allen
8,8,Tim Allen
8,15,Tim Allen
8,20,Chris Martin
9,14,Javier Bardem
9,20,Robert Downey Jr
9,21,Javier Bardem
9,8,Javier Bardem
9,12,Javier Bardem
9,10,Javier Bardem
10,21,Jennifer Morrison
10,12,Katie Holmes
10,13,Kirsten Dunst
10,18,Katie Holmes
11,11,Liv Taler
11,12,Anne Hathaway
11,21,Krysten Ritter
11,20,Anne Hathaway
12,14,Bob Saget
12,15,Bob Saget
12,21,Bob Saget
12,12,Bob Saget
12,8,Bob Saget
12,17,Bob Saget
13,21,Isla Fisher
13,15,Isla Fisher
13,14,Isla Fisher
13,12,Isla Fisher
14,20,Kenny G
14,8,Kenny G
14,13,Weird Al. Hair
14,19,Kenny G
15,20,Morgan Freeman
15,3,Nelson Mandela
15,8,Kofi Anan
15,12,Kofi Anan
15,11,Kofi Anan
16,20,Zach Braff
16,8,Alan Cumming
16,12,Alan Cumming
17,20,Sofia Vergara's
17,16,Zoë Saldana
17,21,Thandie Newton
17,15,Thandie Newton
18,21,Robert Redford
18,16,Robert Redford
18,15,Robert Redford
18,20,Brad Pitt
19,3,Kim Kardashian
19,8,Roselyn Sanchez
19,21,Roselyn Sanchez
19,20,Kim Kardashian
20,20,Kirstie Alley
20,21,Lauren Conrad
21,15,Hugh Jackman
21,8,Hugh Jackman
21,16,Hugh Jackman
21,13,Hugh Jackman
21,11,Hugh Jackman
22,15,Richard Lewis
22,14,Richard Lewis
22,20,Bob Odenkirk
22,21,Richard Lewis
22,16,Richard Lewis
22,2,Richard Lewis
23,8,Keira Knightley
23,13,Keira Knightley
23,16,Keira Knightley
23,20,Daisy Ridley
24,0,Paul McCartney
24,5,Al Pacino
24,17,Al Pacino
24,10,Al Pacino
24,7,David Naughton
24,21,Al Pacino
25,6,Tom Green
25,17,Tom Green
25,0,Tom Green
25,18,Tom Green
25,19,Tom Green
25,20,Balthazar Getty
26,7,Arielle Kebbel
26,19,Arielle Kebbel
26,4,Arielle Kebbel
27,7,Nicolas Cage
27,2,Nicolas Cage
27,9,Nicolas Cage
27,10,Nicolas Cage
27,6,Nicolas Cage
27,13,Nicolas Cage
28,0,Paul Reubens
28,5,Alan Cumming
28,7,Alan Cumming
28,6,Paul Reubens
28,17,Robbie Amell
29,4,Brittany Murphy
29,6,Brittany Murphy
29,0,Brittany Murphy
29,5,Brittany Murphy
29,19,Brittany Murphy
30,2,Adam Sandler
30,6,Adam Sandler
30,9,Adam Sandler
30,18,Adam Sandler
30,17,Adam Sandler
31,19,Rosalyn Sanchez
31,0,Rosalyn Sanchez
31,18,Rosalyn Sanchez
31,17,Rosalyn Sanchez
32,5,Chuck Norris
32,10,Chuck Norris
32,18,Chuck Norris
32,1,Chuck Norris
32,2,Chuck Norris
32,13,Chuck Norris
33,0,Jeffrey Dean Morgan
33,4,Jeffrey Dean Morgan
33,5,Gerard Butler
33,18,Jeffrey Dean Morgan
34,19,Ginnifer Goodwin
34,6,Ginnifer Goodwin
34,0,Ginnifer Goodwin
34,17,Ginnifer Goodwin
34,20,Ginnifer Goodwin
35,18,Anne Hathaway
35,17,Anne Hathaway
35,4,Anne Hathaway
35,9,Anne Hathaway
35,5,Krysten Ritter
35,13,Anne Hathaway
36,4,Stephen Colbert
36,7,Stephen Colbert
36,5,Stephen Colbert
36,0,Stephen Colbert
37,9,Amy Adams
37,0,Isabelle Carre
37,5,Amy Adams
37,17,Amy Adams
37,4,Amy Adams
37,16,Amy Adams
38,7,Weird Al. Hair
38,0,Weird Al. Hair
38,5,Henry Cavill
38,6,Weird Al. Hair
39,6,Morgan Freeman
39,9,Morgan Freeman
39,17,Morgan Freeman
39,2,Morgan Freeman
39,19,Morgan Freeman
40,6,Pee Wee Herman
40,7,Alan Cumming
40,4,Pee Wee Herman
40,0,Pee Wee Herman
40,5,Pee Wee Herman
41,19,Zoë Saldana
41,4,Zoë Saldana
41,17,Zoë Saldana
41,18,Zoë Saldana
41,0,Zoë Saldana
42,2,Brad Pitt
42,0,Brad Pitt
42,17,Brad Pitt
42,19,Brad Pitt
42,9,Brad Pitt
42,13,Brad Pitt
43,1,Kim Kardashian
43,4,Nicole Scherzinger
43,6,Nicole Scherzinger
43,10,Jennifer Lopez
43,19,Nicole Scherzinger
43,16,Nicole Scherzinger
44,5,Lauren Conrad
44,19,Carmen Electra
44,6,Carmen Electra
44,9,Carmen Electra
44,1,Carmen Electra
44,12,Carmen Electra
45,9,Clint Eastwood
45,19,Clint Eastwood
45,7,Clint Eastwood
45,6,Clint Eastwood
45,0,Clint Eastwood
46,5,Jon Stewart
46,6,Jon Stewart
46,4,Jon Stewart
46,7,Jon Stewart
47,19,Natalie Portman
47,6,Natalie Portman
47,4,Natalie Portman
47,17,Natalie Portman
47,18,Natalie Portman
47,12,Natalie Portman
